2766,0,0,0,0,0,0,1.37552965,0.45096546,0.89315134,0.46878555,0.80820268,0.79283386,0.76548344,1.85477924,0.64791518,1.65644586,0,0,0,0,0,0,1,55:50.0,0,0,,,,,,,,,,,,,,,,,,
2767,0,0,0,0,0,0,1.44668341,0.48668098,1.00368571,0.52851874,0.85765505,0.93878591,0.89573628,1.90277755,0.764054,1.77519214,0,0,0,0,0,0,1,55:50.0,0,0,,,,,,,,,,,,,,,,,,
2768,0,0,0,0,0,0,1.42988062,0.47929302,0.97322392,0.51182908,0.84150559,0.87777239,0.84478575,1.8904202,0.7231189,1.72937644,0,0,0,0,0,0,1,55:50.0,0,0,,,,,,,,,,,,,,,,,,
2769,0,0,0,0,0,0,1.36906922,0.43592998,0.89192563,0.45844054,0.80208135,0.79048276,0.75074005,1.84226477,0.63962138,1.65404928,0,0,0,0,0,0,1,55:51.0,0,0,,,,,,,,,,,,,,,,,,
2770,0,0,0,0,0,0,1.36313689,0.44054613,0.94948071,0.47628808,0.83175915,0.87765574,0.86533719,1.83946896,0.73182988,1.70475578,0,0,0,0,0,0,1,55:51.0,0,0,,,,,,,,,,,,,,,,,,
2771,0,0,0,0,0,0,1.38822711,0.45587972,0.93637115,0.49643368,0.83521336,0.85899764,0.82677525,1.83131719,0.68734545,1.67915285,0,0,0,0,0,0,1,55:51.0,0,0,,,,,,,,,,,,,,,,,,
2772,0,0,0,0,0,0,1.34567022,0.42922351,0.88322711,0.46562549,0.81236565,0.80152392,0.76469988,1.78085005,0.62073338,1.60389745,0,0,0,0,0,0,1,55:51.0,0,0,,,,,,,,,,,,,,,,,,
2773,0,0,0,0,0,0,1.26825345,0.39768016,0.79500526,0.40920433,0.78970361,0.71632755,0.68394428,1.71394885,0.55922747,1.58794796,0,0,0,0,0,0,1,55:51.0,0,0,,,,,,,,,,,,,,,,,,
2774,0,0,0,0,0,0,1.35296297,0.45588738,0.90360183,0.47515413,0.84241229,0.85633087,0.80638045,1.75897181,0.65474218,1.61333477,0,0,0,0,0,0,1,55:52.0,0,0,,,,,,,,,,,,,,,,,,
2775,0,0,0,0,0,0,1.30640757,0.43521762,0.8446154,0.44325951,0.83699417,0.79176754,0.77271831,1.72557497,0.60561341,1.48121595,0,0,0,0,0,0,1,55:52.0,0,0,,,,,,,,,,,,,,,,,,
2776,0,0,0,0,0,0,1.26265335,0.40255216,0.76817954,0.39970559,0.80134922,0.7153216,0.71218449,1.72278154,0.54203266,1.46765172,0,0,0,0,0,0,1,55:52.0,0,0,,,,,,,,,,,,,,,,,,
2777,0,0,0,0,0,0,1.33100832,0.44526854,0.88126659,0.44993874,0.83107555,0.83693874,0.84307605,1.85605824,0.66024196,1.52160609,0,0,0,0,0,0,1,55:52.0,0,0,,,,,,,,,,,,,,,,,,
2778,0,0,0,0,0,0,1.29197264,0.43628421,0.83575642,0.45617881,0.85748768,0.81408048,0.81476265,1.85608435,0.62923586,1.40474772,0,0,0,0,0,0,1,55:52.0,0,0,,,,,,,,,,,,,,,,,,
2779,0,0,0,0,0,0,1.25452554,0.41380274,0.78450191,0.43362901,0.85388964,0.77626163,0.77368289,1.84218061,0.58209932,1.37343931,0,0,0,0,0,0,1,55:53.0,0,0,,,,,,,,,,,,,,,,,,
2780,0,0,0,0,0,0,1.23844516,0.38037702,0.773399,0.37622622,0.78329742,0.69364357,0.74938333,1.83406961,0.57653928,1.53890395,0,0,0,0,0,0,1,55:53.0,0,0,,,,,,,,,,,,,,,,,,
2781,0,0,0,0,0,0,1.29223061,0.46373934,0.83281416,0.43788034,0.83951318,0.76651978,0.75345141,1.88046253,0.56971657,1.56141651,0,0,0,0,0,0,1,55:53.0,0,0,,,,,,,,,,,,,,,,,,
2782,0,0,0,0,0,0,1.26615012,0.42706576,0.79596055,0.41494274,0.80993533,0.70487154,0.72757512,1.84723437,0.53630489,1.52084231,0,0,0,0,0,0,1,55:53.0,0,0,,,,,,,,,,,,,,,,,,
2783,0,0,0,0,0,0,1.21160424,0.3757025,0.72449404,0.36219466,0.77312976,0.62321448,0.65472424,1.79827023,0.45241308,1.48329115,0,0,0,0,0,0,1,55:53.0,0,0,,,,,,,,,,,,,,,,,,
2784,0,0,0,0,0,0,1.28422487,0.41850901,0.84634006,0.4408128,0.82411766,0.76874071,0.8057797,1.84202313,0.60589951,1.55047274,0,0,0,0,0,0,1,55:54.0,0,0,,,,,,,,,,,,,,,,,,
2785,0,0,0,0,0,0,1.27549982,0.4032172,0.83494914,0.44423172,0.82758063,0.75459117,0.77982789,1.8701638,0.58605731,1.53170598,0,0,0,0,0,0,1,55:54.0,0,0,,,,,,,,,,,,,,,,,,
2786,0,0,0,0,0,0,1.24981499,0.38290918,0.78657979,0.41827983,0.80015278,0.69158965,0.714773,1.78232515,0.52370739,1.50958061,0,0,0,0,0,0,1,55:54.0,0,0,,,,,,,,,,,,,,,,,,
2787,0,0,0,0,0,0,1.28329587,0.40567672,0.85741532,0.44661772,0.82821095,0.78724235,0.82839996,1.76625896,0.63832921,1.54417241,0,0,0,0,0,0,1,55:54.0,0,0,,,,,,,,,,,,,,,,,,
2788,0,0,0,0,0,0,1.32472777,0.4277578,0.87820458,0.48160705,0.84093344,0.77622235,0.80630922,1.73222029,0.62380946,1.56809247,0,0,0,0,0,0,1,55:54.0,0,0,,,,,,,,,,,,,,,,,,
2789,0,0,0,0,0,0,1.3196826,0.42611119,0.86246276,0.47723597,0.81919765,0.73462391,0.78205496,1.7835052,0.5893026,1.55521584,0,0,0,0,0,0,1,55:55.0,0,0,,,,,,,,,,,,,,,,,,
2790,0,0,0,0,0,0,1.28722799,0.40030947,0.84604651,0.45723429,0.82081449,0.73989338,0.81189227,1.7530508,0.63625044,1.60292792,0,0,0,0,0,0,1,55:55.0,0,0,,,,,,,,,,,,,,,,,,
2791,0,0,0,0,0,0,1.38457441,0.46905395,0.93405968,0.54399765,0.88585263,0.83671165,0.88250583,1.816944,0.68584311,1.55714095,0,0,0,0,0,0,1,55:55.0,0,0,,,,,,,,,,,,,,,,,,
2792,0,0,0,0,0,0,1.40165102,0.46756417,0.93621528,0.52938235,0.8720718,0.79639655,0.8669551,1.82653701,0.6475684,1.57475662,0,0,0,0,0,0,1,55:55.0,0,0,,,,,,,,,,,,,,,,,,
2793,0,0,0,0,0,0,1.33954322,0.43241635,0.86008441,0.48002228,0.84077656,0.71934754,0.7995531,1.81020975,0.58454257,1.52040875,0,0,0,0,0,0,1,55:55.0,0,0,,,,,,,,,,,,,,,,,,
2794,0,0,0,0,0,0,1.44164479,0.50100446,0.98662049,0.57677287,0.92437047,0.87887561,0.97201282,1.90065885,0.74530834,1.55123937,0,0,0,0,0,0,1,55:56.0,0,0,,,,,,,,,,,,,,,,,,
2795,0,0,0,0,0,0,1.43323743,0.50490797,0.97533232,0.6001265,0.9551881,0.87873632,0.99503464,1.87573099,0.7358638,1.31749558,0,0,0,0,0,0,1,55:56.0,0,0,,,,,,,,,,,,,,,,,,
2796,0,0,0,0,0,0,1.38848996,0.46240926,0.93917143,0.56892246,0.96374077,0.85849696,0.98252684,1.86817372,0.67878956,1.18288529,0,0,0,0,0,0,1,55:56.0,0,0,,,,,,,,,,,,,,,,,,
2797,0,0,0,0,0,0,1.48629189,0.49785754,1.08115602,0.60659695,0.97024572,0.90778196,1.0744971,2.01321006,0.78785092,1.61009121,0,0,0,0,0,0,1,55:56.0,0,0,,,,,,,,,,,,,,,,,,
2798,0,0,0,0,0,0,1.5289495,0.53651029,1.10053957,0.67001963,0.96807945,0.94015872,1.09564459,2.08806157,0.78851873,1.67883015,0,0,0,0,0,0,1,55:56.0,0,0,,,,,,,,,,,,,,,,,,
2799,0,0,0,0,0,0,1.52055371,0.54494476,1.06257617,0.6361469,0.93974602,0.89216226,0.98702925,2.06711483,0.72086209,1.68072617,0,0,0,0,0,0,1,55:57.0,0,0,,,,,,,,,,,,,,,,,,
2800,0,0,0,0,0,0,1.46950459,0.52313834,0.99641055,0.56933188,0.90902084,0.80180627,0.89864224,2.03753519,0.6781888,1.69452345,0,0,0,0,0,0,1,55:57.0,0,0,,,,,,,,,,,,,,,,,,
2801,0,0,0,0,0,0,1.55054343,0.5831933,1.11845016,0.65830022,0.98251969,0.92882043,1.01479769,2.12493634,0.77217448,1.66098249,0,0,0,0,0,0,1,55:57.0,0,0,,,,,,,,,,,,,,,,,,
2802,0,0,0,0,0,0,1.52240002,0.55647463,1.09406209,0.6521132,0.97343355,0.90044063,1.01526153,2.08255816,0.75896448,1.56452835,0,0,0,0,0,0,1,55:57.0,0,0,,,,,,,,,,,,,,,,,,
2803,0,0,0,0,0,0,1.46280241,0.51873416,1.03018844,0.61323071,0.94403684,0.85352212,0.9496969,2.02874541,0.69436258,1.55454838,0,0,0,0,0,0,1,55:57.0,0,0,,,,,,,,,,,,,,,,,,
2804,0,0,0,0,0,0,1.51984549,0.55349547,1.1460017,0.66965032,0.99276984,0.97479576,1.05930305,2.09057283,0.79879826,1.65875244,0,0,0,0,0,0,1,55:58.0,0,0,,,,,,,,,,,,,,,,,,
2805,0,0,0,0,0,0,1.54790246,0.5467357,1.1605581,0.69273257,0.97022378,0.96786594,1.06495833,2.06754351,0.79581994,1.71387839,0,0,0,0,0,0,1,55:58.0,0,0,,,,,,,,,,,,,,,,,,
2806,0,0,0,0,0,0,1.53847873,0.52847713,1.14019239,0.66167676,0.95095688,0.90715164,0.98849899,2.04766393,0.73392099,1.67085695,0,0,0,0,0,0,1,55:58.0,0,0,,,,,,,,,,,,,,,,,,
2807,0,0,0,0,0,0,1.50117433,0.55262268,1.13524389,0.62010777,0.97555095,0.95632064,0.99995059,2.07289648,0.76873577,1.8038913,0,0,0,0,0,0,1,55:58.0,0,0,,,,,,,,,,,,,,,,,,
2808,0,0,0,0,0,0,1.57815397,0.63699049,1.1667949,0.66039878,0.9982208,0.99864596,0.99575394,2.10401464,0.76825118,1.85829616,0,0,0,0,0,0,1,55:58.0,0,0,,,,,,,,,,,,,,,,,,
2809,0,0,0,0,0,0,1.29565072,0.84046042,0.87381876,0.55301684,1.09899879,1.00683677,0.87733322,2.10548544,0.69465995,1.88875341,0,0,0,0,0,0,1,55:59.0,0,0,,,,,,,,,,,,,,,,,,
2810,0,0,0,0,0,0,1.27556872,0.78897846,0.7864905,0.47408301,1.04259002,0.79628664,0.75216573,1.94177651,0.59237051,1.891904,0,0,0,0,0,0,1,55:59.0,0,0,,,,,,,,,,,,,,,,,,
2811,0,0,0,0,0,0,1.45487309,0.67175156,1.0845964,0.57153463,1.01500857,0.91934764,0.96859443,2.00642204,0.79752851,2.05964804,0,0,0,0,0,0,1,55:59.0,0,0,,,,,,,,,,,,,,,,,,
2812,0,0,0,0,0,0,1.5928787,0.59936702,1.20402813,0.62845564,0.98692,0.92380071,0.97140062,2.00637269,0.77826023,1.97235811,0,0,0,0,0,0,1,55:59.0,0,0,,,,,,,,,,,,,,,,,,
2813,0,0,0,0,0,0,1.50611722,0.56177288,1.12458718,0.60853726,0.94712502,0.93443048,0.88984174,1.92919266,0.74192625,1.87926304,0,0,0,0,0,0,1,55:59.0,0,0,,,,,,,,,,,,,,,,,,
2814,0,0,0,0,0,0,1.48384476,0.60126644,1.16965306,0.63004172,1.00474584,1.05350327,0.94013184,1.96034372,0.82503295,1.89556694,0,0,0,0,0,0,1,56:00.0,0,0,,,,,,,,,,,,,,,,,,
2815,0,0,0,0,0,0,1.47050488,0.59230942,1.14559245,0.62620121,1.00323379,1.00484741,0.90019935,1.93205535,0.79171044,1.78977084,0,0,0,0,0,0,1,56:00.0,0,0,,,,,,,,,,,,,,,,,,
2816,0,0,0,0,0,0,1.47964692,0.56608003,1.12691247,0.60891992,0.98696131,0.98441195,0.85717416,1.86598814,0.74869454,1.74362302,0,0,0,0,0,0,1,56:00.0,0,0,,,,,,,,,,,,,,,,,,
2817,0,0,0,0,0,0,1.43030965,0.56901884,1.14781392,0.59685105,1.00152278,1.00573587,0.91069448,1.91244006,0.81039596,1.84382176,0,0,0,0,0,0,1,56:00.0,0,0,,,,,,,,,,,,,,,,,,
2818,0,0,0,0,0,0,1.47655129,0.6273576,1.19002402,0.65141451,1.04420412,1.09398174,0.92600387,1.88103509,0.82997137,1.82014227,0,0,0,0,0,0,1,56:00.0,0,0,,,,,,,,,,,,,,,,,,
2819,0,0,0,0,0,0,1.47065783,0.619039,1.16507578,0.62125742,1.019526,1.01886368,0.88079065,1.88443398,0.75829005,1.83908832,0,0,0,0,0,0,1,56:01.0,0,0,,,,,,,,,,,,,,,,,,
2820,0,0,0,0,0,0,1.45311916,0.58158731,1.1008358,0.56658423,0.97983229,0.94293082,0.81320202,1.85760748,0.69897062,1.79224336,0,0,0,0,0,0,1,56:01.0,0,0,,,,,,,,,,,,,,,,,,
2821,0,0,0,0,0,0,1.55608273,0.67361903,1.29093206,0.68625122,1.0777775,1.18081462,0.99964499,1.92867827,0.89384449,1.97309828,0,0,0,0,0,0,1,56:01.0,0,0,,,,,,,,,,,,,,,,,,
2822,0,0,0,0,0,0,1.5765208,0.6797998,1.31273186,0.70995301,1.09414148,1.18429399,0.98707342,1.93975854,0.90287226,1.93985045,0,0,0,0,0,0,1,56:01.0,0,0,,,,,,,,,,,,,,,,,,
2823,0,0,0,0,0,0,1.5470072,0.70853102,1.25850189,0.65664196,1.08422768,1.08589196,0.86761689,1.93056309,0.77746779,1.97039175,0,0,0,0,0,0,1,56:01.0,0,0,,,,,,,,,,,,,,,,,,
2824,0,0,0,0,0,0,1.56984973,0.71006262,1.33324409,0.70848268,1.13979268,1.21977854,0.98372722,2.00029063,0.90913945,2.08177137,0,0,0,0,0,0,1,56:02.0,0,0,,,,,,,,,,,,,,,,,,
2825,0,0,0,0,0,0,1.60839987,0.77976608,1.3696388,0.70732617,1.18276918,1.2358191,0.98263246,1.96070755,0.94000959,2.05909014,0,0,0,0,0,0,1,56:02.0,0,0,,,,,,,,,,,,,,,,,,
2826,0,0,0,0,0,0,1.60799551,0.75077552,1.33332407,0.66095179,1.13439131,1.12195921,0.92896307,1.99627411,0.85739303,2.05473423,0,0,0,0,0,0,1,56:02.0,0,0,,,,,,,,,,,,,,,,,,
2827,0,0,0,0,0,0,1.62792444,0.70284235,1.37556934,0.67065501,1.12238157,1.16436172,0.99918079,2.01203322,0.93557441,2.13311982,0,0,0,0,0,0,1,56:02.0,0,0,,,,,,,,,,,,,,,,,,
2828,0,0,0,0,0,0,1.67834055,0.74760056,1.40076387,0.69632685,1.12910843,1.18124723,0.98078245,2.01893139,0.91719699,2.19410872,0,0,0,0,0,0,1,56:02.0,0,0,,,,,,,,,,,,,,,,,,
2829,0,0,0,0,0,0,1.63619709,0.69763601,1.34731889,0.67461705,1.09650612,1.12629116,0.95594627,2.00789523,0.8805269,2.14543819,0,0,0,0,0,0,1,56:03.0,0,0,,,,,,,,,,,,,,,,,,
2830,0,0,0,0,0,0,1.58585322,0.65406972,1.28151667,0.63911813,1.06578946,1.06487763,0.92742229,2.00274348,0.88138509,2.12224293,0,0,0,0,0,0,1,56:03.0,0,0,,,,,,,,,,,,,,,,,,
2831,0,0,0,0,0,0,1.69319105,0.72692776,1.40986395,0.73446143,1.11927295,1.20739555,1.03896582,2.05460763,0.95735425,2.16736484,0,0,0,0,0,0,1,56:03.0,0,0,,,,,,,,,,,,,,,,,,
2832,0,0,0,0,0,0,1.65478027,0.69126242,1.36628306,0.70417696,1.10576677,1.14937234,1.00329006,2.02150702,0.92458326,2.06060791,0,0,0,0,0,0,1,56:03.0,0,0,,,,,,,,,,,,,,,,,,
2833,0,0,0,0,0,0,1.58151734,0.65101099,1.27924919,0.65363592,1.06020236,1.07869852,0.9157275,1.98667681,0.85580134,2.08764529,0,0,0,0,0,0,1,56:03.0,0,0,,,,,,,,,,,,,,,,,,
2834,0,0,0,0,0,0,1.67799211,0.72519583,1.41422498,0.75723732,1.14886701,1.25869465,1.07071245,2.06809664,1.0080961,2.15327668,0,0,0,0,0,0,1,56:04.0,0,0,,,,,,,,,,,,,,,,,,
2835,0,0,0,0,0,0,1.66943252,0.71269512,1.38039768,0.75357091,1.1564523,1.21074963,1.05019033,2.05158734,0.99135947,2.09312415,0,0,0,0,0,0,1,56:04.0,0,0,,,,,,,,,,,,,,,,,,
2836,0,0,0,0,0,0,1.59381592,0.67256802,1.28933263,0.70831114,1.12377322,1.13922501,0.98178458,2.01743984,0.93498039,1.99972796,0,0,0,0,0,0,1,56:04.0,0,0,,,,,,,,,,,,,,,,,,
2837,0,0,0,0,0,0,1.68031919,0.72145516,1.41642535,0.78458136,1.17315185,1.28998137,1.12355912,2.08341432,1.07940185,2.09018016,0,0,0,0,0,0,1,56:04.0,0,0,,,,,,,,,,,,,,,,,,
2838,0,0,0,0,0,0,1.65694177,0.72645491,1.39481926,0.79042035,1.1796304,1.25495899,1.09562457,2.10078382,1.03142655,2.07458735,0,0,0,0,0,0,1,56:04.0,0,0,,,,,,,,,,,,,,,,,,
2839,0,0,0,0,0,0,1.63179398,0.70808989,1.32663023,0.74443281,1.14629042,1.18804526,1.03147602,2.08553457,0.96671349,2.00991201,0,0,0,0,0,0,1,56:05.0,0,0,,,,,,,,,,,,,,,,,,
2840,0,0,0,0,0,0,1.58536899,0.68196768,1.31134665,0.72027504,1.14706504,1.2096138,1.08549035,2.07038713,1.03559148,2.04171801,0,0,0,0,0,0,1,56:05.0,0,0,,,,,,,,,,,,,,,,,,
2841,0,0,0,0,0,0,1.69240904,0.72775775,1.40783799,0.80212766,1.1777513,1.27518165,1.13383269,2.10288215,1.05013061,2.03465223,0,0,0,0,0,0,1,56:05.0,0,0,,,,,,,,,,,,,,,,,,
2842,0,0,0,0,0,0,1.66561651,0.71311563,1.37623024,0.77459252,1.15235972,1.23419619,1.0739913,2.08655477,0.99109471,2.03375554,0,0,0,0,0,0,1,56:05.0,0,0,,,,,,,,,,,,,,,,,,
2843,0,0,0,0,0,0,1.57186985,0.66536587,1.26262403,0.70288932,1.10351324,1.13304901,0.9894166,2.05112672,0.91000175,1.93600833,0,0,0,0,0,0,1,56:05.0,0,0,,,,,,,,,,,,,,,,,,
2844,0,0,0,0,0,0,1.68360269,0.72562724,1.41992795,0.79764658,1.15090418,1.29621601,1.15259039,2.11005282,1.06238782,2.09132457,0,0,0,0,0,0,1,56:06.0,0,0,,,,,,,,,,,,,,,,,,
2845,0,0,0,0,0,0,1.67449999,0.73903966,1.39174914,0.79135919,1.14422715,1.25152516,1.08780015,2.06181169,0.98198378,2.05595493,0,0,0,0,0,0,1,56:06.0,0,0,,,,,,,,,,,,,,,,,,
2846,0,0,0,0,0,0,1.60746765,0.68703246,1.3079257,0.74226749,1.10962784,1.16772819,1.01934707,2.04791832,0.91746497,1.93568027,0,0,0,0,0,0,1,56:06.0,0,0,,,,,,,,,,,,,,,,,,
2847,0,0,0,0,0,0,1.54514611,0.62916803,1.24646068,0.68609607,1.07898128,1.11683309,0.99969214,1.94606662,0.93109697,1.91715682,0,0,0,0,0,0,1,56:06.0,0,0,,,,,,,,,,,,,,,,,,
2848,0,0,0,0,0,0,1.64890969,0.72160381,1.40044117,0.79253888,1.14326942,1.28372514,1.09702802,1.98508859,0.98698354,2.00347543,0,0,0,0,0,0,1,56:06.0,0,0,,,,,,,,,,,,,,,,,,
2849,0,0,0,0,0,0,1.61524689,0.69872308,1.34936833,0.7687906,1.13943577,1.22099566,1.0633682,1.96794903,0.93881738,1.90913105,0,0,0,0,0,0,1,56:07.0,0,0,,,,,,,,,,,,,,,,,,
2850,0,0,0,0,0,0,1.5298382,0.70201641,1.25464451,0.7023465,1.0902344,1.11125386,0.94662273,1.91921329,0.83848095,1.97322428,0,0,0,0,0,0,1,56:07.0,0,0,,,,,,,,,,,,,,,,,,
2851,0,0,0,0,0,0,1.6100539,0.69157708,1.37007654,0.73646063,1.09619057,1.20373511,1.07988679,1.95783985,0.97475743,1.93676639,0,0,0,0,0,0,1,56:07.0,0,0,,,,,,,,,,,,,,,,,,
2852,0,0,0,0,0,0,1.63331831,0.70352465,1.37189996,0.74200189,1.10006273,1.19065928,1.0428443,1.94106305,0.91765827,1.95691681,0,0,0,0,0,0,1,56:07.0,0,0,,,,,,,,,,,,,,,,,,
2853,0,0,0,0,0,0,1.65312743,0.72536379,1.39379704,0.72575003,1.11135268,1.18867147,1.02588236,1.96735239,0.89055288,2.07739472,0,0,0,0,0,0,1,56:07.0,0,0,,,,,,,,,,,,,,,,,,
2854,0,0,0,0,0,0,1.57624078,0.70539659,1.27815616,0.64759272,1.0877645,1.09796846,0.91408956,1.92335343,0.81382495,2.01284075,0,0,0,0,0,0,1,56:08.0,0,0,,,,,,,,,,,,,,,,,,
2855,0,0,0,0,0,0,1.66396499,0.73468298,1.45559108,0.76074374,1.14935565,1.26304674,1.0588032,1.92240226,0.96862513,2.04490685,0,0,0,0,0,0,1,56:08.0,0,0,,,,,,,,,,,,,,,,,,
2856,0,0,0,0,0,0,1.66393602,0.72130114,1.49100864,0.7811293,1.17278898,1.25951934,1.05005658,1.91102612,0.94876766,1.98994493,0,0,0,0,0,0,1,56:08.0,0,0,,,,,,,,,,,,,,,,,,
2857,0,0,0,0,0,0,1.64849782,0.69565046,1.45104551,0.75475281,1.14127743,1.17613351,0.97866797,1.91826987,0.87947148,1.88182831,0,0,0,0,0,0,1,56:08.0,0,0,,,,,,,,,,,,,,,,,,
2858,0,0,0,0,0,0,1.60440588,0.64720076,1.42283344,0.74275553,1.10740495,1.18707871,0.99912059,1.91188848,0.90014535,1.97151196,0,0,0,0,0,0,1,56:08.0,0,0,,,,,,,,,,,,,,,,,,
2859,0,0,0,0,0,0,1.64580059,0.68213707,1.42442703,0.75019789,1.10571313,1.1818248,0.94436437,1.9486351,0.85234118,1.93839359,0,0,0,0,0,0,1,56:09.0,0,0,,,,,,,,,,,,,,,,,,
2860,0,0,0,0,0,0,1.59135509,0.64446223,1.36877835,0.72348702,1.08401132,1.12963271,0.91820556,1.88361371,0.83346128,1.81113517,0,0,0,0,0,0,1,56:09.0,0,0,,,,,,,,,,,,,,,,,,
2861,0,0,0,0,0,0,1.51246881,0.57381088,1.26992345,0.66459334,1.03708088,1.05072749,0.87075418,1.87725842,0.76127785,1.74932468,0,0,0,0,0,0,1,56:09.0,0,0,,,,,,,,,,,,,,,,,,
2862,0,0,0,0,0,0,1.5932548,0.62238997,1.37847543,0.73482007,1.09212267,1.19909811,0.98727131,1.95517039,0.89024478,1.79170215,0,0,0,0,0,0,1,56:09.0,0,0,,,,,,,,,,,,,,,,,,
2863,0,0,0,0,0,0,1.56707358,0.6072548,1.32335889,0.71101719,1.0854429,1.14104664,0.96038514,1.93857682,0.85403812,1.76361883,0,0,0,0,0,0,1,56:09.0,0,0,,,,,,,,,,,,,,,,,,
2864,0,0,0,0,0,0,1.48829246,0.56560856,1.2338506,0.65924019,1.05891287,1.06813669,0.90236163,1.93017483,0.78691578,1.71484303,0,0,0,0,0,0,1,56:10.0,0,0,,,,,,,,,,,,,,,,,,
2865,0,0,0,0,0,0,1.53183162,0.58383232,1.28950095,0.680031,1.08347356,1.16067803,0.98725593,1.96037054,0.88537151,1.76628375,0,0,0,0,0,0,1,56:10.0,0,0,,,,,,,,,,,,,,,,,,
2866,0,0,0,0,0,0,1.55404627,0.58460718,1.28922725,0.69399786,1.08911633,1.1291573,0.96828222,1.97589147,0.84796393,1.76806736,0,0,0,0,0,0,1,56:10.0,0,0,,,,,,,,,,,,,,,,,,
2867,0,0,0,0,0,0,1.53590667,0.5689553,1.23668456,0.66394371,1.07861388,1.07685137,0.92502666,2.00817871,0.810045,1.73724461,0,0,0,0,0,0,1,56:10.0,0,0,,,,,,,,,,,,,,,,,,
2868,0,0,0,0,0,0,1.46945262,0.53807908,1.16592228,0.61936009,1.05764306,1.02163911,0.90589935,1.98718774,0.81348264,1.69611108,0,0,0,0,0,0,1,56:10.0,0,0,,,,,,,,,,,,,,,,,,
2869,0,0,0,0,0,0,1.5730865,0.61619568,1.29935753,0.73783213,1.14233363,1.18617499,1.04714429,2.12445807,0.88692015,1.73669517,0,0,0,0,0,0,1,56:11.0,0,0,,,,,,,,,,,,,,,,,,
2870,0,0,0,0,0,0,1.59203649,0.60788536,1.28477287,0.7134015,1.12687802,1.12097371,1.00136065,2.08755684,0.85724717,1.73765624,0,0,0,0,0,0,1,56:11.0,0,0,,,,,,,,,,,,,,,,,,
2871,0,0,0,0,0,0,1.52724552,0.58606422,1.20107055,0.66560131,1.10227215,1.07170951,0.91316098,2.11502814,0.78234577,1.70552838,0,0,0,0,0,0,1,56:11.0,0,0,,,,,,,,,,,,,,,,,,
2872,0,0,0,0,0,0,1.68374372,0.60815907,1.36976898,0.76294458,1.13449574,1.1834681,1.10063899,2.15971041,0.92630416,1.75365281,0,0,0,0,0,0,1,56:11.0,0,0,,,,,,,,,,,,,,,,,,
2873,0,0,0,0,0,0,1.68587422,0.60734224,1.3761009,0.80403036,1.12202871,1.18277669,1.1004709,2.15938449,0.91426373,1.79683018,0,0,0,0,0,0,1,56:11.0,0,0,,,,,,,,,,,,,,,,,,
2874,0,0,0,0,0,0,1.63897145,0.62825584,1.33143318,0.76324463,1.09740746,1.11790979,0.98091048,2.09020233,0.81918758,1.8493197,0,0,0,0,0,0,1,56:12.0,0,0,,,,,,,,,,,,,,,,,,
2875,0,0,0,0,0,0,1.71109056,0.67260748,1.40163636,0.785007,1.1419183,1.19282377,1.05570984,2.19429827,0.90624303,1.92599225,0,0,0,0,0,0,1,56:12.0,0,0,,,,,,,,,,,,,,,,,,
2876,0,0,0,0,0,0,1.71573794,0.68913448,1.40113854,0.81124407,1.16187751,1.1766423,1.03760123,2.18169427,0.8693347,1.8985101,0,0,0,0,0,0,1,56:12.0,0,0,,,,,,,,,,,,,,,,,,
2877,0,0,0,0,0,0,1.70819211,0.65896231,1.36889279,0.79492968,1.13519657,1.11525977,1.01077068,2.16952562,0.83476406,1.85502779,0,0,0,0,0,0,1,56:12.0,0,0,,,,,,,,,,,,,,,,,,
2878,0,0,0,0,0,0,1.68586087,0.60936785,1.35582161,0.77068526,1.11810863,1.10719669,1.00101364,2.1250844,0.86056161,1.92277968,0,0,0,0,0,0,1,56:12.0,0,0,,,,,,,,,,,,,,,,,,
2879,0,0,0,0,0,0,1.87220335,0.76253897,1.59018552,0.9184016,1.23890686,1.31516719,1.14415383,2.2958107,0.99040955,2.34762359,0,0,0,0,0,0,1,56:13.0,0,0,,,,,,,,,,,,,,,,,,
2880,0,0,0,0,0,0,1.77614021,0.90317541,1.456043,0.84355557,1.23338616,1.30635118,1.0491153,2.25926447,0.91936719,2.37388206,0,0,0,0,0,0,1,56:13.0,0,0,,,,,,,,,,,,,,,,,,
2881,0,0,0,0,0,0,1.83962107,0.92915142,1.4321481,0.80788291,1.18429852,1.17297673,0.96158344,2.21529484,0.83925462,2.33243394,0,0,0,0,0,0,1,56:13.0,0,0,,,,,,,,,,,,,,,,,,
2882,0,0,0,0,0,0,1.92199957,0.92981446,1.5628016,0.88448453,1.22427392,1.32189739,1.06581402,2.2390871,0.97798103,2.44516301,0,0,0,0,0,0,1,56:13.0,0,0,,,,,,,,,,,,,,,,,,
2883,0,0,0,0,0,0,1.90119851,0.853773,1.54942298,0.88301826,1.20930171,1.26265705,1.04345798,2.16012096,0.94303137,2.32345819,0,0,0,0,0,0,1,56:13.0,0,0,,,,,,,,,,,,,,,,,,
2884,0,0,0,0,0,0,1.88072252,0.80562752,1.52225578,0.88645405,1.15568662,1.22452569,0.98800081,2.10361362,0.90369099,2.27884936,0,0,0,0,0,0,0,56:14.0,0,0,,,,,,,,,,,,,,,,,,
