2109,0,0,0,0,0,0,1.70698547,0.63349837,1.67063332,0.87063551,0.88278663,1.46757352,0.85635144,1.75069404,0.99951297,2.33473778,0,0,0,0,0,0,1,53:39.0,0,0,,,,,,,,,,,,,,,,,,
2110,0,0,0,0,0,0,1.73947203,0.62263906,1.73443317,0.89780986,0.89590144,1.51669943,0.93964916,1.71222842,1.06580186,2.39596844,0,0,0,0,0,0,1,53:39.0,0,0,,,,,,,,,,,,,,,,,,
2111,0,0,0,0,0,0,1.78310812,0.68645,1.77664375,0.94140732,0.94733,1.61117303,0.94849104,1.73657954,1.09499621,2.42654753,0,0,0,0,0,0,1,53:39.0,0,0,,,,,,,,,,,,,,,,,,
2112,0,0,0,0,0,0,1.76318145,0.67287958,1.78750157,0.948277,0.95328408,1.59643364,0.93380159,1.75380945,1.07748687,2.41344309,0,0,0,0,0,0,1,53:39.0,0,0,,,,,,,,,,,,,,,,,,
2113,0,0,0,0,0,0,1.77832282,0.65377361,1.75732243,0.98221666,0.93848944,1.54062867,0.90986729,1.70904994,1.02261281,2.38010168,0,0,0,0,0,0,1,53:39.0,0,0,,,,,,,,,,,,,,,,,,
2114,0,0,0,0,0,0,1.82097173,0.70548135,1.84115887,0.99215734,0.96968722,1.6126982,0.93373859,1.76703739,1.03807938,2.5102694,0,0,0,0,0,0,1,53:40.0,0,0,,,,,,,,,,,,,,,,,,
2115,0,0,0,0,0,0,1.76022816,0.66462696,1.70901716,0.92575824,0.91858006,1.47479105,0.80925113,1.6975373,0.95345557,2.42626023,0,0,0,0,0,0,1,53:40.0,0,0,,,,,,,,,,,,,,,,,,
2116,0,0,0,0,0,0,1.78340411,0.67315906,1.72769821,0.93003273,0.92342573,1.51650381,0.85584378,1.64219952,0.98274219,2.3103447,0,0,0,0,0,0,1,53:40.0,0,0,,,,,,,,,,,,,,,,,,
2117,0,0,0,0,0,0,1.74036312,0.62141699,1.71054792,0.88062412,0.89593679,1.42715979,0.79761231,1.71780145,0.97119039,2.51656866,0,0,0,0,0,0,1,53:40.0,0,0,,,,,,,,,,,,,,,,,,
2118,0,0,0,0,0,0,1.85541105,0.75918365,1.84540272,0.96972573,0.98913026,1.61254466,0.88968199,1.73635018,1.04575121,2.45215416,0,0,0,0,0,0,1,53:40.0,0,0,,,,,,,,,,,,,,,,,,
2119,0,0,0,0,0,0,1.82937276,0.77928758,1.80720258,0.88006669,0.98266089,1.50918412,0.79415578,1.74934542,0.95717871,2.50694633,0,0,0,0,0,0,1,53:41.0,0,0,,,,,,,,,,,,,,,,,,
2120,0,0,0,0,0,0,1.79174185,0.7965703,1.72305381,0.86546016,0.96956623,1.42198956,0.71455437,1.71942163,0.87278843,2.47106385,0,0,0,0,0,0,1,53:41.0,0,0,,,,,,,,,,,,,,,,,,
2121,0,0,0,0,0,0,1.87452865,0.84099716,1.81482875,0.93213624,1.0298301,1.5349071,0.85078561,1.80378413,0.98988068,2.55329871,0,0,0,0,0,0,1,53:41.0,0,0,,,,,,,,,,,,,,,,,,
2122,0,0,0,0,0,0,1.81532216,0.77483934,1.74038148,0.93740559,1.00528145,1.49167836,0.81170267,1.79394519,0.91926324,2.44767332,0,0,0,0,0,0,1,53:41.0,0,0,,,,,,,,,,,,,,,,,,
2123,0,0,0,0,0,0,1.75088632,0.73150063,1.62204742,0.89340234,0.95201874,1.44256186,0.72215295,1.74122524,0.87312317,2.33578873,0,0,0,0,0,0,1,53:41.0,0,0,,,,,,,,,,,,,,,,,,
2124,0,0,0,0,0,0,1.79709399,0.76032364,1.73033309,0.9506672,0.99864346,1.57653916,0.87470269,1.80739057,1.04061949,2.42176247,0,0,0,0,0,0,1,53:42.0,0,0,,,,,,,,,,,,,,,,,,
2125,0,0,0,0,0,0,1.79391372,0.73232114,1.69214249,0.94283593,0.98824775,1.53033686,0.82966232,1.81358695,0.99472463,2.35847998,0,0,0,0,0,0,1,53:42.0,0,0,,,,,,,,,,,,,,,,,,
2126,0,0,0,0,0,0,1.75094044,0.71155435,1.62638521,0.89954406,0.97163868,1.47502661,0.75196344,1.762097,0.92898011,2.31147933,0,0,0,0,0,0,1,53:42.0,0,0,,,,,,,,,,,,,,,,,,
2127,0,0,0,0,0,0,1.75198913,0.69475949,1.6729691,0.90060467,0.9888007,1.5343442,0.86105913,1.80088913,1.05014312,2.35228539,0,0,0,0,0,0,1,53:42.0,0,0,,,,,,,,,,,,,,,,,,
2128,0,0,0,0,0,0,1.80741596,0.74665469,1.69394016,0.94284314,1.00806046,1.53301859,0.83682519,1.83572245,1.01939332,2.34575248,0,0,0,0,0,0,1,53:42.0,0,0,,,,,,,,,,,,,,,,,,
2129,0,0,0,0,0,0,1.7602793,0.71834123,1.62084329,0.89767337,0.98316538,1.46348965,0.76358372,1.84809768,0.94392329,2.31052661,0,0,0,0,0,0,1,53:43.0,0,0,,,,,,,,,,,,,,,,,,
2130,0,0,0,0,0,0,1.71338868,0.67892981,1.62719178,0.89455456,0.98748666,1.49448574,0.84629112,1.84859633,1.05307174,2.36035275,0,0,0,0,0,0,1,53:43.0,0,0,,,,,,,,,,,,,,,,,,
2131,0,0,0,0,0,0,1.79065514,0.73992884,1.68450356,0.98329908,1.03252971,1.57532966,0.90728217,1.87929618,1.08244359,2.35179639,0,0,0,0,0,0,1,53:43.0,0,0,,,,,,,,,,,,,,,,,,
2132,0,0,0,0,0,0,1.74194598,0.69270629,1.63605118,0.98551005,1.02045953,1.52270794,0.89325213,1.81948531,1.03983831,2.22877955,0,0,0,0,0,0,1,53:43.0,0,0,,,,,,,,,,,,,,,,,,
2133,0,0,0,0,0,0,1.67854309,0.66313916,1.62036967,0.99072534,1.03762043,1.55424106,0.95180768,1.83874738,1.05876386,2.24656677,0,0,0,0,0,0,1,53:43.0,0,0,,,,,,,,,,,,,,,,,,
2134,0,0,0,0,0,0,1.8332845,0.71526539,1.77204919,1.09373307,1.10968769,1.67253256,1.03135228,1.86651516,1.14453912,2.09045172,0,0,0,0,0,0,1,53:44.0,0,0,,,,,,,,,,,,,,,,,,
2135,0,0,0,0,0,0,1.81650031,0.69944179,1.7555939,1.09530079,1.11134112,1.62579334,1.06545579,1.88787687,1.0977571,2.14650631,0,0,0,0,0,0,1,53:44.0,0,0,,,,,,,,,,,,,,,,,,
2136,0,0,0,0,0,0,1.78309739,0.66138214,1.70811045,1.06392825,1.06823277,1.58110154,1.03016007,1.89394867,1.09995377,2.25287175,0,0,0,0,0,0,1,53:44.0,0,0,,,,,,,,,,,,,,,,,,
2137,0,0,0,0,0,0,1.90991223,0.7869786,1.84814382,1.1444875,1.11654902,1.71294129,1.07621992,1.95551431,1.15538883,2.42890096,0,0,0,0,0,0,1,53:44.0,0,0,,,,,,,,,,,,,,,,,,
2138,0,0,0,0,0,0,1.87120008,0.76502657,1.78965259,1.09652781,1.08778191,1.63738286,0.99554563,1.89859045,1.09692049,2.41367316,0,0,0,0,0,0,1,53:44.0,0,0,,,,,,,,,,,,,,,,,,
2139,0,0,0,0,0,0,1.80345249,0.70807981,1.71226823,1.03772569,1.03725147,1.56452763,0.94613034,1.8600086,1.07019055,2.42265296,0,0,0,0,0,0,1,53:45.0,0,0,,,,,,,,,,,,,,,,,,
2140,0,0,0,0,0,0,1.91846919,0.79411423,1.87599051,1.17239094,1.13407063,1.75339949,1.13252294,1.96993351,1.23354459,2.46964192,0,0,0,0,0,0,1,53:45.0,0,0,,,,,,,,,,,,,,,,,,
2141,0,0,0,0,0,0,1.90224195,0.78138524,1.84222257,1.15602517,1.10446191,1.70468736,1.09117639,1.90252483,1.1936208,2.45005846,0,0,0,0,0,0,1,53:45.0,0,0,,,,,,,,,,,,,,,,,,
2142,0,0,0,0,0,0,1.84660196,0.73229843,1.76537859,1.08961475,1.05593312,1.61767817,0.98495328,1.84183311,1.11348724,2.39667296,0,0,0,0,0,0,1,53:45.0,0,0,,,,,,,,,,,,,,,,,,
2143,0,0,0,0,0,0,1.94405115,0.79750359,1.91977072,1.21032536,1.14415562,1.79709852,1.19568038,1.93242371,1.31153142,2.49110746,0,0,0,0,0,0,1,53:45.0,0,0,,,,,,,,,,,,,,,,,,
2144,0,0,0,0,0,0,1.98101175,0.79848617,1.92044258,1.22219026,1.12608325,1.7814734,1.1807847,1.91992497,1.280375,2.53807974,0,0,0,0,0,0,1,53:46.0,0,0,,,,,,,,,,,,,,,,,,
2145,0,0,0,0,0,0,1.86261082,0.76272976,1.80130887,1.09946549,1.05843294,1.66711867,0.98713613,1.90510774,1.1325444,2.54763246,0,0,0,0,0,0,1,53:46.0,0,0,,,,,,,,,,,,,,,,,,
2146,0,0,0,0,0,0,1.8300612,0.78691483,1.8224293,1.12395394,1.10666883,1.77388918,1.09645104,1.87182057,1.2633456,2.50695705,0,0,0,0,0,0,1,53:46.0,0,0,,,,,,,,,,,,,,,,,,
2147,0,0,0,0,0,0,1.87193573,0.81702816,1.8550961,1.18534708,1.14845288,1.79232955,1.13593495,1.87197638,1.26909494,2.37217617,0,0,0,0,0,0,1,53:46.0,0,0,,,,,,,,,,,,,,,,,,
2148,0,0,0,0,0,0,1.82491314,0.79443407,1.80799294,1.14780056,1.1246196,1.73113883,1.09460223,1.81886542,1.21117318,2.29051328,0,0,0,0,0,0,1,53:46.0,0,0,,,,,,,,,,,,,,,,,,
2149,0,0,0,0,0,0,1.76226163,0.73169714,1.72847581,1.07154655,1.07076597,1.6380161,1.01416814,1.77759755,1.13137186,2.21017146,0,0,0,0,0,0,1,53:47.0,0,0,,,,,,,,,,,,,,,,,,
2150,0,0,0,0,0,0,1.86760354,0.82892996,1.8876971,1.16032326,1.13589275,1.79254746,1.15964532,1.8833282,1.26519966,2.33204913,0,0,0,0,0,0,1,53:47.0,0,0,,,,,,,,,,,,,,,,,,
2151,0,0,0,0,0,0,1.81397581,0.80655032,1.83835483,1.14579678,1.13537216,1.75480127,1.12882924,1.86475313,1.22566783,2.18629575,0,0,0,0,0,0,1,53:47.0,0,0,,,,,,,,,,,,,,,,,,
2152,0,0,0,0,0,0,1.79610384,0.75697809,1.76477349,1.06203592,1.04882932,1.61782515,1.01647723,1.85741317,1.09738827,2.19955111,0,0,0,0,0,0,1,53:47.0,0,0,,,,,,,,,,,,,,,,,,
2153,0,0,0,0,0,0,1.7308836,0.70543146,1.75212944,1.00866222,1.00960493,1.60741293,1.02138329,1.87877357,1.13039041,2.22327781,0,0,0,0,0,0,1,53:47.0,0,0,,,,,,,,,,,,,,,,,,
2154,0,0,0,0,0,0,1.78829324,0.74565446,1.81449175,1.08477283,1.03507686,1.67120206,1.06509364,1.89202201,1.15275645,2.1743412,0,0,0,0,0,0,1,53:48.0,0,0,,,,,,,,,,,,,,,,,,
2155,0,0,0,0,0,0,1.73908794,0.70713437,1.7508806,1.03967762,0.97888821,1.58850455,0.98554873,1.89156985,1.05623078,2.19482231,0,0,0,0,0,0,1,53:48.0,0,0,,,,,,,,,,,,,,,,,,
2156,0,0,0,0,0,0,1.63891423,0.64703989,1.63683343,0.93513274,0.91439164,1.45475364,0.83669096,1.81855822,0.92141408,2.07549143,0,0,0,0,0,0,1,53:48.0,0,0,,,,,,,,,,,,,,,,,,
2157,0,0,0,0,0,0,1.61005509,0.62508726,1.67011225,0.9399913,0.94921482,1.54763103,0.94830132,1.82229388,1.02888823,1.98770285,0,0,0,0,0,0,1,53:48.0,0,0,,,,,,,,,,,,,,,,,,
2158,0,0,0,0,0,0,1.59473574,0.61571169,1.65148711,0.97265726,0.95054942,1.52673888,0.93924463,1.75861454,0.99539423,1.92816353,0,0,0,0,0,0,1,53:48.0,0,0,,,,,,,,,,,,,,,,,,
2159,0,0,0,0,0,0,1.5357666,0.56524044,1.59120107,0.92038852,0.91032749,1.45085621,0.86864185,1.70757651,0.92702681,1.86599672,0,0,0,0,0,0,1,53:49.0,0,0,,,,,,,,,,,,,,,,,,
2160,0,0,0,0,0,0,1.47123373,0.49778545,1.49721396,0.84784377,0.82307589,1.32626641,0.76415932,1.57826865,0.82771999,1.85016382,0,0,0,0,0,0,1,53:49.0,0,0,,,,,,,,,,,,,,,,,,
2161,0,0,0,0,0,0,1.51291287,0.51301181,1.59325778,0.88404506,0.85015231,1.42832077,0.87673557,1.60708082,0.94433445,1.93224633,0,0,0,0,0,0,1,53:49.0,0,0,,,,,,,,,,,,,,,,,,
2162,0,0,0,0,0,0,1.48091161,0.4984633,1.54202712,0.85962218,0.81332445,1.37827659,0.81964952,1.55198777,0.89481473,1.9075892,0,0,0,0,0,0,1,53:49.0,0,0,,,,,,,,,,,,,,,,,,
2163,0,0,0,0,0,0,1.43853629,0.45035747,1.47084749,0.78998053,0.76093847,1.29331803,0.70417285,1.49054933,0.78714305,1.9218899,0,0,0,0,0,0,1,53:49.0,0,0,,,,,,,,,,,,,,,,,,
2164,0,0,0,0,0,0,1.38001823,0.41223362,1.39943397,0.72191268,0.69124484,1.17241025,0.62612695,1.40373254,0.74158561,1.9481777,0,0,0,0,0,0,1,53:50.0,0,0,,,,,,,,,,,,,,,,,,
2165,0,0,0,0,0,0,1.46135616,0.47019532,1.50590086,0.81012529,0.72496516,1.30716121,0.72839552,1.41980159,0.81305021,1.97350311,0,0,0,0,0,0,1,53:50.0,0,0,,,,,,,,,,,,,,,,,,
2166,0,0,0,0,0,0,1.41219068,0.45152268,1.44109094,0.76302326,0.69581926,1.21908426,0.63534772,1.41261899,0.72633833,1.96886146,0,0,0,0,0,0,1,53:50.0,0,0,,,,,,,,,,,,,,,,,,
2167,0,0,0,0,0,0,1.33787966,0.41826552,1.33720064,0.68851483,0.64661777,1.09078157,0.49902084,1.35519993,0.60301054,1.87895811,0,0,0,0,0,0,1,53:50.0,0,0,,,,,,,,,,,,,,,,,,
2168,0,0,0,0,0,0,1.3094734,0.40355161,1.34383047,0.67161918,0.65052396,1.12852967,0.56392753,1.36497521,0.66299957,1.86345732,0,0,0,0,0,0,1,53:50.0,0,0,,,,,,,,,,,,,,,,,,
2169,0,0,0,0,0,0,1.34490907,0.44181958,1.34434509,0.69386077,0.66805005,1.12871039,0.52806073,1.38593793,0.62424707,1.83207107,0,0,0,0,0,0,1,53:51.0,0,0,,,,,,,,,,,,,,,,,,
2170,0,0,0,0,0,0,1.34778798,0.42627916,1.31374109,0.65822971,0.66632569,1.07386947,0.48254603,1.46727693,0.5661912,1.7606684,0,0,0,0,0,0,1,53:51.0,0,0,,,,,,,,,,,,,,,,,,
2171,0,0,0,0,0,0,1.29144287,0.41112465,1.24241221,0.59265786,0.65074891,1.00526869,0.40734583,1.45469844,0.49715766,1.70753312,0,0,0,0,0,0,1,53:51.0,0,0,,,,,,,,,,,,,,,,,,
2172,0,0,0,0,0,0,1.3798511,0.42747676,1.37235761,0.64876175,0.67987245,1.11315346,0.54305482,1.57330191,0.62509418,1.863428,0,0,0,0,0,0,1,53:51.0,0,0,,,,,,,,,,,,,,,,,,
2173,0,0,0,0,0,0,1.38873243,0.4370493,1.33929753,0.62767136,0.66434103,1.05711269,0.48740849,1.57022989,0.58027846,1.89208639,0,0,0,0,0,0,1,53:51.0,0,0,,,,,,,,,,,,,,,,,,
2174,0,0,0,0,0,0,1.38344598,0.41658741,1.3098805,0.59273988,0.62379164,0.97760046,0.41426235,1.54416728,0.50806653,1.93048692,0,0,0,0,0,0,1,53:52.0,0,0,,,,,,,,,,,,,,,,,,
2175,0,0,0,0,0,0,1.31039131,0.35584125,1.2538532,0.54148924,0.60294777,0.9448601,0.40331089,1.51079726,0.52255946,1.93071687,0,0,0,0,0,0,1,53:52.0,0,0,,,,,,,,,,,,,,,,,,
2176,0,0,0,0,0,0,1.43688703,0.4355154,1.41620362,0.64258921,0.67995465,1.10857689,0.50484991,1.54466701,0.61353928,1.99545991,0,0,0,0,0,0,1,53:52.0,0,0,,,,,,,,,,,,,,,,,,
2177,0,0,0,0,0,0,1.47008836,0.45099956,1.43437243,0.62419498,0.69526041,1.07689631,0.47387451,1.55044925,0.60715228,2.12012124,0,0,0,0,0,0,1,53:52.0,0,0,,,,,,,,,,,,,,,,,,
2178,0,0,0,0,0,0,1.44748127,0.42891574,1.38489926,0.63172144,0.65700024,1.03998327,0.4459804,1.46346653,0.57342023,2.10250521,0,0,0,0,0,0,1,53:52.0,0,0,,,,,,,,,,,,,,,,,,
2179,0,0,0,0,0,0,1.54394746,0.50817621,1.51893055,0.72465903,0.7128709,1.18684375,0.58599108,1.50497866,0.69951802,2.22026181,0,0,0,0,0,0,1,53:53.0,0,0,,,,,,,,,,,,,,,,,,
2180,0,0,0,0,0,0,1.50507283,0.48847789,1.46701896,0.69819236,0.70255822,1.12298679,0.51912373,1.46474707,0.63327491,2.17501402,0,0,0,0,0,0,1,53:53.0,0,0,,,,,,,,,,,,,,,,,,
2181,0,0,0,0,0,0,1.46240413,0.46946889,1.39198983,0.64097637,0.6568976,1.02385116,0.42467156,1.40405655,0.54487485,2.10892177,0,0,0,0,0,0,1,53:53.0,0,0,,,,,,,,,,,,,,,,,,
2182,0,0,0,0,0,0,1.49934065,0.49006397,1.48456669,0.6932382,0.70428962,1.14919496,0.55778748,1.46231699,0.65682393,2.16341209,0,0,0,0,0,0,1,53:53.0,0,0,,,,,,,,,,,,,,,,,,
2183,0,0,0,0,0,0,1.50746918,0.51096278,1.4612478,0.70452017,0.71715194,1.12789083,0.51835674,1.45941865,0.62189794,2.13272309,0,0,0,0,0,0,1,53:53.0,0,0,,,,,,,,,,,,,,,,,,
2184,0,0,0,0,0,0,1.44215012,0.50130391,1.39357615,0.67456573,0.72104615,1.08323002,0.4598946,1.46502364,0.56139928,1.99268627,0,0,0,0,0,0,1,53:54.0,0,0,,,,,,,,,,,,,,,,,,
2185,0,0,0,0,0,0,1.45907652,0.50190097,1.45011699,0.71205634,0.77751797,1.1815505,0.59709603,1.59279823,0.66664255,1.9751209,0,0,0,0,0,0,1,53:54.0,0,0,,,,,,,,,,,,,,,,,,
2186,0,0,0,0,0,0,1.50963557,0.5562073,1.50565088,0.79179084,0.83417392,1.23793459,0.65904868,1.69059157,0.70262831,1.93135011,0,0,0,0,0,0,1,53:54.0,0,0,,,,,,,,,,,,,,,,,,
2187,0,0,0,0,0,0,1.5027473,0.53650433,1.49337196,0.78356987,0.83108342,1.22146165,0.64672649,1.71099913,0.68210506,1.8788867,0,0,0,0,0,0,1,53:54.0,0,0,,,,,,,,,,,,,,,,,,
2188,0,0,0,0,0,0,1.46943903,0.4856469,1.50279164,0.77813786,0.82069725,1.20412564,0.68843657,1.75650156,0.7258305,1.95063555,0,0,0,0,0,0,1,53:54.0,0,0,,,,,,,,,,,,,,,,,,
2189,0,0,0,0,0,0,1.55762839,0.58003902,1.60215199,0.87520635,0.89655006,1.33974755,0.75152022,1.74888718,0.79885972,1.98375368,0,0,0,0,0,0,1,53:55.0,0,0,,,,,,,,,,,,,,,,,,
2190,0,0,0,0,0,0,1.54330528,0.55938691,1.57975733,0.86438239,0.8802796,1.30131614,0.73060977,1.6746614,0.78236651,1.96967781,0,0,0,0,0,0,1,53:55.0,0,0,,,,,,,,,,,,,,,,,,
2191,0,0,0,0,0,0,1.48950315,0.50648099,1.50520146,0.83314461,0.807446,1.2006166,0.67889947,1.60634959,0.72541875,1.99018073,0,0,0,0,0,0,1,53:55.0,0,0,,,,,,,,,,,,,,,,,,
2192,0,0,0,0,0,0,1.62849152,0.5974524,1.69145977,0.97902817,0.88205713,1.41591573,0.89056247,1.62503254,0.90783131,2.13775206,0,0,0,0,0,0,1,53:55.0,0,0,,,,,,,,,,,,,,,,,,
2193,0,0,0,0,0,0,1.60250294,0.60016692,1.67547405,0.95704967,0.86837882,1.39602959,0.82912421,1.56626832,0.87543446,2.10757494,0,0,0,0,0,0,1,53:55.0,0,0,,,,,,,,,,,,,,,,,,
2194,0,0,0,0,0,0,1.59343529,0.57329106,1.61698675,0.92152268,0.79931974,1.30705798,0.75609237,1.56083071,0.80375862,2.11236572,0,0,0,0,0,0,1,53:56.0,0,0,,,,,,,,,,,,,,,,,,
2195,0,0,0,0,0,0,1.62712431,0.61222184,1.72077346,0.9520154,0.85548908,1.43253613,0.8482523,1.62583613,0.90354902,2.18776059,0,0,0,0,0,0,1,53:56.0,0,0,,,,,,,,,,,,,,,,,,
2196,0,0,0,0,0,0,1.65036118,0.63350314,1.70050442,0.95736539,0.8607921,1.39225364,0.79708904,1.69207275,0.8582657,2.17258286,0,0,0,0,0,0,1,53:56.0,0,0,,,,,,,,,,,,,,,,,,
2197,0,0,0,0,0,0,1.60259354,0.61271918,1.63734603,0.92019367,0.82896847,1.33677876,0.74744034,1.73581851,0.80750215,2.10041833,0,0,0,0,0,0,0,53:56.0,0,0,,,,,,,,,,,,,,,,,,
2198,0,0,0,0,0,0,1.55641818,0.55417341,1.58621156,0.858679,0.77966309,1.254444,0.67567056,1.77601945,0.76152068,2.15260959,0,0,0,0,0,0,0,53:56.0,0,0,,,,,,,,,,,,,,,,,,
2199,0,0,0,0,0,0,1.62462032,0.63647413,1.70730209,0.93258631,0.87708575,1.4589467,0.80522168,1.81310725,0.88025153,2.2195437,0,0,0,0,0,0,0,53:57.0,0,0,,,,,,,,,,,,,,,,,,
2200,0,0,0,0,0,0,1.59664559,0.75250125,1.67530262,0.86749381,0.93394774,1.54075384,0.74173355,1.81931722,0.85461628,2.35683823,0,0,0,0,0,0,0,53:57.0,0,0,,,,,,,,,,,,,,,,,,
2201,0,0,0,0,0,0,1.5970788,0.81555438,1.69947398,0.85743046,0.91998273,1.53115451,0.70964468,1.73459315,0.81432921,2.49758601,0,0,0,0,0,0,0,53:57.0,0,0,,,,,,,,,,,,,,,,,,
2202,0,0,0,0,0,0,1.74681532,0.85008132,1.85996401,0.91750038,0.94280994,1.58594465,0.83561534,1.68079042,0.94449741,2.61173105,0,0,0,0,0,0,0,53:57.0,0,0,,,,,,,,,,,,,,,,,,
2203,0,0,0,0,0,0,1.79037511,0.89096546,1.93707049,1.00795078,0.95334655,1.61433518,0.85406774,1.69827986,0.94602627,2.66366911,0,0,0,0,0,0,0,53:57.0,0,0,,,,,,,,,,,,,,,,,,
2204,0,0,0,0,0,0,1.7853781,0.81472349,1.91614366,0.93345958,0.93859029,1.52604055,0.78708965,1.68546522,0.87710774,2.51368833,0,0,0,0,0,0,0,53:58.0,0,0,,,,,,,,,,,,,,,,,,
2205,0,0,0,0,0,0,1.75672531,0.76036453,1.85229516,0.85865778,0.88027185,1.38360381,0.69450033,1.78999722,0.79384965,2.58014345,0,0,0,0,0,0,0,53:58.0,0,0,,,,,,,,,,,,,,,,,,
2206,0,0,0,0,0,0,1.78279066,0.81868148,1.92409599,0.92033124,0.94796491,1.55663514,0.80094433,1.8877995,0.86112553,2.51681185,0,0,0,0,0,0,0,53:58.0,0,0,,,,,,,,,,,,,,,,,,
2207,0,0,0,0,0,0,1.75667775,0.77973992,1.85345471,0.91498184,0.93334365,1.46007884,0.75647098,1.83482754,0.81808227,2.3656795,0,0,0,0,0,0,0,53:58.0,0,0,,,,,,,,,,,,,,,,,,
2208,0,0,0,0,0,0,1.68749583,0.69163597,1.73283947,0.86911505,0.8527751,1.37417066,0.67422593,1.81414843,0.73325908,2.4077177,0,0,0,0,0,0,0,53:58.0,0,0,,,,,,,,,,,,,,,,,,
2209,0,0,0,0,0,0,1.70068336,0.68707758,1.79883957,0.86789495,0.86919564,1.50991631,0.77826631,1.72075701,0.89274675,2.29850078,0,0,0,0,0,0,0,53:59.0,0,0,,,,,,,,,,,,,,,,,,
2210,0,0,0,0,0,0,1.64575076,0.72241676,1.80384123,0.93811059,0.8852036,1.5484755,0.7444579,1.73118341,0.85041493,2.39546227,0,0,0,0,0,0,0,53:59.0,0,0,,,,,,,,,,,,,,,,,,
2211,0,0,0,0,0,0,1.67981768,0.75296301,1.8186574,0.77560031,0.87356251,1.42920709,0.68891394,1.62212944,0.82391089,2.3984704,0,0,0,0,0,0,0,53:59.0,0,0,,,,,,,,,,,,,,,,,,
2212,0,0,0,0,0,0,1.61651289,0.68102354,1.81876481,0.85108119,0.88864005,1.49131691,0.73745102,1.6274302,0.8998909,2.33334851,0,0,0,0,0,0,0,53:59.0,0,0,,,,,,,,,,,,,,,,,,
2213,0,0,0,0,0,0,1.65872085,0.735829,1.900087,0.95641047,0.95036906,1.57597947,0.84502417,1.63881111,0.96776503,2.24830818,0,0,0,0,0,0,0,53:59.0,0,0,,,,,,,,,,,,,,,,,,
2214,0,0,0,0,0,0,1.6743722,0.70998919,1.91790044,0.94785118,0.94439572,1.61436129,0.79365027,1.75123894,0.93633991,2.27369404,0,0,0,0,0,0,0,54:00.0,0,0,,,,,,,,,,,,,,,,,,
2215,0,0,0,0,0,0,1.63857126,0.59477741,1.85163009,0.91563678,0.91316152,1.50598049,0.74869674,1.75724244,0.87447876,2.23981476,0,0,0,0,0,0,0,54:00.0,0,0,,,,,,,,,,,,,,,,,,
2216,0,0,0,0,0,0,1.78226531,0.75548774,2.01734662,1.0068202,0.94598013,1.62871885,0.95886338,1.86897421,1.01200318,2.41994429,0,0,0,0,0,0,0,54:00.0,0,0,,,,,,,,,,,,,,,,,,
2217,0,0,0,0,0,0,1.82592487,0.79739136,2.0132215,0.99341714,0.95376843,1.62251556,0.90336245,2.00389099,0.98156846,2.48102546,0,0,0,0,0,0,0,54:00.0,0,0,,,,,,,,,,,,,,,,,,
2218,0,0,0,0,0,0,1.82995462,0.78240323,1.96280742,0.93560702,0.9295342,1.52236891,0.83024716,1.98216069,0.87394416,2.41948462,0,0,0,0,0,0,0,54:00.0,0,0,,,,,,,,,,,,,,,,,,
2219,0,0,0,0,0,0,1.79659033,0.78427291,1.9264859,0.83152813,0.94791597,1.55355322,0.78236443,2.00602984,0.8753832,2.52249289,0,0,0,0,0,0,0,54:01.0,0,0,,,,,,,,,,,,,,,,,,
2220,0,0,0,0,0,0,1.74218524,0.73934031,1.86044323,0.81525373,0.96762788,1.56878114,0.7774322,1.9492296,0.90236622,2.51378226,0,0,0,0,0,0,0,54:01.0,0,0,,,,,,,,,,,,,,,,,,
2221,0,0,0,0,0,0,1.84786332,0.7835198,1.97841704,0.82088029,0.95045376,1.49154603,0.82346493,1.87582576,0.90584213,2.62056208,0,0,0,0,0,0,0,54:01.0,0,0,,,,,,,,,,,,,,,,,,
2222,0,0,0,0,0,0,1.85589647,0.79825824,2.06165576,0.89700812,0.99853563,1.64155865,0.91270733,1.87870252,1.01190507,2.70806122,0,0,0,0,0,0,0,54:01.0,0,0,,,,,,,,,,,,,,,,,,
2223,0,0,0,0,0,0,1.87010074,0.82618541,2.04989958,0.87516493,1.0343082,1.6639694,0.90186632,1.8629024,0.99821836,2.56959414,0,0,0,0,0,0,0,54:01.0,0,0,,,,,,,,,,,,,,,,,,
2224,0,0,0,0,0,0,1.82676411,0.7831766,1.96424294,0.87695432,1.00599372,1.59845757,0.85911953,1.82447064,0.95199156,2.5621717,0,0,0,0,0,0,0,54:02.0,0,0,,,,,,,,,,,,,,,,,,
2225,0,0,0,0,0,0,1.80889547,0.75162679,1.94880629,0.84668678,0.99529886,1.58249724,0.87523204,1.85433853,1.00940502,2.6289742,0,0,0,0,0,0,0,54:02.0,0,0,,,,,,,,,,,,,,,,,,
2226,0,0,0,0,0,0,1.84988594,0.79120237,1.97491372,0.93212771,1.02399588,1.6198045,0.90615821,1.89416432,1.01996732,2.55043054,0,0,0,0,0,0,0,54:02.0,0,0,,,,,,,,,,,,,,,,,,
2227,0,0,0,0,0,0,1.79532361,0.73594981,1.87436604,0.93500894,0.97725809,1.53493428,0.86316621,1.93129385,0.97005248,2.46244121,0,0,0,0,0,0,0,54:02.0,0,0,,,,,,,,,,,,,,,,,,
